username;balances
VdklxKOX;39321,87475
zqLVwssx;77301,87960
lJMXjscY;32900,13832
PsiUHBSc;16356,1492
djLjmXLy;50076,23251
tDOCrKfF;52126,12662
hozSlxQp;68627,12326
wvpzXXJm;39860,22514
wtrzyWEJ;13811,88809
ICxjerCr;47994,26736
qGRwFLkA;54185,31493
ZzBNheYe;76081,11732
pkvOOYwK;29155,24975
KVhfbUdW;23757,14032
erTIyxCV;57819,41295
cjKSMNSZ;80040,81353
vfYmNqWh;76323,4063
XktqPnPV;71865,89801
NpUgqCtr;4516,8017
xIvlhzPf;53285,51326
nuDExqKB;32307,82546
TzkTOwqs;81000,2810
aIoofEae;2351,39276
uHUTHKHX;10441,23896
ndlPthng;63313,59596
jDCxQArB;33586,1890
NMOcNLuA;13338,33666
jWVhPcLj;63315,47041
DBYvffrg;16944,20337
GBvMXnro;25435,36336
iqFDKGZA;8685,23878
RhaEXLen;85711,44341
