username;balances
lglMrPoM;33870,23015
GrijUcnq;73012,61113
hloSYwxc;18774,69943
mtETRTjs;70508,30391
uBQhGuqv;58066,70109
QEeYspWc;59322,39233
EmfNEhLL;47904,19482
BXXmcBtT;65838,9138
honkwMvD;82670,62710
ZjsFusXB;28546,79048
SIuwpHEQ;22659,60646
QVEIlrqA;22388,4140
BbQCVxSN;33736,12400
KtgOZiJj;80324,15546
RMQltILr;28386,35915
XVbVnjEv;66427,69723
oeGGnrYR;35835,84042
ejupiEFM;86810,83807
vajsIbej;30557,20459
GrWjjGOL;30842,77792
oKNOYBpX;18633,24895
ixjRQuAK;16211,5239
OOhPbUqu;1929,53028
qLVRVrqx;22088,65863
sIBXHJAN;74440,2212
fsFsNwNX;21470,39054
hizUuXZO;81973,48929
elGeOAHJ;76579,11484
yqBFqaeL;46473,29590
LsfWLzua;34018,67679
DFNfPMjm;70889,46818
HxCNuBDI;53157,86637
BYcyPoro;37135,60890
FsQoVkyq;16162,85501
FeAKSJZZ;50764,7156
axqDkvzP;5593,77589
IjusYhpL;53488,89394
HbXOJWav;14146,7752
rLWvUbHa;64456,56138
RzPDuDuy;34357,77644
XBJjRvaC;73791,66351
eOJCYGRk;42887,25022
nUUDKruv;74613,79591
lhFjdOKZ;51630,36960
cNyFdzcn;19846,41255
ktuMFFfM;30950,44485
GgIJnpTv;17442,18594
yrtQqJxe;55711,51546
FAIsDWct;60247,35994
NwJFNyrS;37631,67672
oDoSuaWH;65322,88178
NokUyNlT;5488,84182
YZZaKvWA;26703,38991
bOErPVIQ;27695,87159
DsDDwiSo;7895,16326
SiHWlWeL;20519,76885
mGrdVtuu;58516,88406
CcdVDWYf;26045,30122
mbtFPzUi;47686,20880
exyBuzHU;31432,33009
FSAtNOyf;89088,71340
tEdBZIyk;49807,74193
OMFdLAAL;45994,22961
mafBqZGY;37513,47474
HzrtIMwj;64550,83584
TWXnnORN;36221,68989
dNxgeYOk;43652,11537
wNYaiuug;65875,80350
OfCeSRbx;69312,35987
jMoBtOvv;25360,44392
uwLqapWP;68291,4799
SGzucnHz;68341,28890
XvfVxsdQ;2319,37649
DzGJsVmp;89997,5756
iUFTvclw;37899,77845
rndpRUqw;20937,53901
ZirRrKXn;28328,54852
HtbzCDlF;27111,1953
dEmFCGpb;3742,67983
eVSeRGfy;57906,2786
eekQGEqQ;10901,3149
XCICyfrW;33019,79242
dQeiSieL;51314,61300
ShYaoqrs;63873,71039
DvCwGSPT;57236,67562
cyxaMVwr;45772,16049
mNDLjPof;53862,82983
tsxsFRZj;33959,83532
TqieWdMj;52572,87615
GFIFbgTJ;71283,26452
yrTtxBYG;21927,25551
FFhDDCMN;69744,57428
XpFHTHiG;78420,23805
fiqGWwHM;31940,73159
XnUXKLlB;34488,79525
hlVplaTS;10439,71727
LFdlghfN;12967,3523
tNlKJpMt;69477,36661
fuIlZwne;42673,79724
Btegpkbi;27398,79551
cscoBCMu;53682,13376
NDMynnLo;13966,45282
DVpAxRQe;47097,64838
fsGNGttH;67408,17197
ahdneLaf;46119,24304
YNbWiFgB;63707,2452
agbVHIZs;1530,82395
snwpqlva;45165,51362
QRvaiHgr;8757,69488
gMOZiSPg;3568,12628
zVbruKCZ;71834,54884
yfzFjZbk;4954,4002
vbPXNnCv;5414,27227
urYLXHPB;67888,56755
tFnsMnNs;57959,14667
vJxmgPKM;57075,51675
CiSeoTKM;33122,82270
zoFCutAC;7055,77826
