username;balances
NDfWvtyc;33773,44477
eNspNGxh;81852,53651
WNBpQQKw;54556,14482
CJphswjq;19159,47223
EilhbbJy;23453,61712
nBnNwdgX;87867,21556
hUamDFee;40204,15062
rkPibPTI;63689,43144
fYRjjAOU;43168,21199
SnoGFIFy;27746,3575
LIeKrTMU;7377,10083
DYgiVoQj;82781,63247
OyqRrINm;34906,19953
sswaMvud;22145,42186
xIiPrVYc;13495,11670
vepaRqRh;38660,23772
RwIEMPQu;26942,82025
utMXwnDh;5238,81240
QpGzaBHJ;49444,27344
rrIvBPeA;82676,7714
YBAgzhyH;36545,49265
jbzKVRvP;8011,2725
uZGCnqRj;59182,18647
ZPuEOrZR;87635,12183
IcqhvAYr;44892,85051
oirhqLJF;32999,63738
GqUENgMh;3039,63249
mFfXcrPz;41178,78801
KoyaWDWz;7427,21681
mfHRncZd;64024,79718
SgLpDHPu;17809,64504
ackhxjBC;33162,74005
