username;balances
qidXiLxh;35081,3561
zgxqojCl;48751,48114
BVRUraNQ;22038,58649
gRGaMHrX;33140,44510
zCtuNgvg;45631,84407
kybPVxXf;70446,74346
meiGoLEY;22525,57506
NqsWTeQe;86761,10191
mBJVdPgG;24199,11709
KlvRRrZJ;77233,40971
KoZwHsPx;51374,81717
xzxiEVSa;44067,33554
aMdMdZaU;57423,67938
NnTronJO;80189,28175
CwejEwNu;26675,36281
vjLvOpNm;16024,3287
osvZsVUF;65811,24439
QKPAQOSe;19408,39129
bkRcwUyH;35978,49493
sMKmbaEo;14110,20093
qEQIjhor;82212,81139
mkjjdieq;69829,47888
jlrXTnwb;57880,29929
AcsXoZbe;64246,69372
gtFPCoVz;89887,57552
ikIWfExU;52813,2533
pIWQKTlh;61986,32409
JiqKSFLX;72661,72838
TcEneOqq;44793,70479
dKaJtjFw;20805,25082
rtiLaAlD;68822,11316
cdFwmHTK;12903,73627
NxWGmMHK;13375,67225
AvzqUwOD;3710,67711
nnjidTzm;13546,32719
IzhlkIBa;87236,18641
pniFaYsT;83826,64856
fSlcKhkN;1829,21467
qlaixBdg;23401,49222
YaQWjSRw;1659,35480
hIvWvoSz;21331,17461
qQxGwLLy;37301,54605
llXoNUIu;45172,3330
iGXHzeCt;27269,82608
HqaRdOrF;21620,78754
pEDavibp;10905,60219
JePLgnky;79859,19884
rnJIsREZ;51173,19931
cRlSosWm;43425,7085
CctCKJSg;87166,22582
wImbOiDb;24638,48184
FsTEDJLz;60813,38933
rnwaVhaM;83432,8880
SnUFSwWP;86935,84805
MlxNxvuF;1057,44404
NHAFEGmb;6639,43394
rzIFKrCx;70061,50697
xfnTQxTn;54115,22233
jMQogVAo;70140,48979
vnNXsLLU;66622,29861
OnBpTvMU;49900,6568
PGHocWfP;81273,85395
cFsuzQtx;71845,24865
eDeMOOgo;6884,75595
JWSqCCKy;9049,29369
PfsaUGYW;43625,65045
mfPuLAvc;75814,85587
yONEjUVb;44591,50557
fgABwvTX;38066,36509
wcQeSjBA;58236,72074
ZbZiAGkX;49713,87703
GncxsYiy;1084,38850
heKOndiu;12158,47603
yjkiNAAw;73221,78924
qEoFrzxw;12337,69999
UoodDiaq;5473,58055
GcbKzVSe;12003,23527
KekldAMB;67665,47338
fKLxBIjg;3024,6842
NTBRydVk;25735,26479
nomVqUDc;25363,65120
SfYIMgiT;38288,42166
CLhfoYYA;85842,11950
upRSFOSf;44737,40466
EpkCZwwV;71721,15415
JJVmJopQ;62036,35669
vXVfLxDp;45260,12331
diwJJLTq;39570,77391
whwQYOvv;43124,63970
LDfCaKJT;69655,72727
BCCscKeS;21053,57421
uNUdbUxL;44323,69790
MGkcqMsn;7413,23677
fpYyYIak;33592,23188
qAQpgbfj;68531,25308
kFdGRZEf;48410,32314
uHIAZccD;19677,76265
FLSigbYY;48761,76375
wyJbbukY;11487,55420
HcXsMKSb;36657,82017
IzABqZGz;54465,51554
QTwVslrm;37081,14983
YuXKfeTp;68068,22846
BJQJSkqc;13264,45145
DOuAwvwV;34907,57043
qVfINyBp;55216,85139
DkdpVoYO;54976,68893
CwepTXbk;8423,54161
QwjcpyIu;79998,85922
rQXXNSqt;44687,58307
kOBhOUOQ;81820,52176
sSnUOsnZ;77259,80328
EOojByHw;24709,65425
EdJYbgAz;70649,52449
ATyvWGGO;70892,20135
DRNNisgY;68627,54929
WafeJIcw;9576,39335
MtsNkYcM;72377,34095
xgOcrmvu;48485,10214
mrhXRTSe;82254,37900
vOAfuoPx;10442,41901
MRXXvZof;48074,32391
UnFJElZu;17547,86633
EejdCjRl;49205,41741
RODCAxYy;82187,86933
BKwnDJbk;38404,80409
